date;id_magasin;id_ticket;heure;id_client;produit;category;prix_unitaire;qte;produit;category;prix_unitaire;qte;produit;category;prix_unitaire;qte;produit;category;prix_unitaire;qte;produit;category;prix_unitaire;qte
2017-12-15;4578;4578844;06:15:01;351;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-15;4578;4578845;06:25:01;352;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-15;4578;4578846;06:35:01;353;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-15;4578;4578847;06:45:01;354;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;4578;4578848;06:55:01;355;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1454;1454849;07:05:01;356;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1454;1454850;07:15:01;357;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1454;1454851;07:25:01;358;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;1454;1454852;07:35:01;359;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;1454;1454853;07:45:01;360;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1454;1454854;07:55:01;361;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;1454;1454855;08:05:01;362;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-15;1454;1454856;08:15:01;363;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1454;1454857;08:25:01;364;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1454;1454858;08:35:01;365;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;1454;1454859;08:45:01;366;ampoule;bazare;7,9;2;cristaline;eau;1,2;2;cabillaud;poisson;6,7;2;;;;;;;;
2017-12-15;1454;1454860;08:55:01;367;cabillaud;poisson;6,7;2;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;1232;1232861;09:05:01;368;activia;yaourt;3,5;1;cola;soda;1,3;1;farine;farine;0,8;1;couches;enfant;7,9;2;;;;
2017-12-15;1232;1232862;09:15:01;369;cola;soda;1,3;1;granola;dejeuner;1,8;1;possette;enfant;300;1;couches;enfant;7,9;2;;;;
2017-12-15;1232;1232863;09:25:01;370;parmesan;fromage;2;1;abricot;fruits;1,8;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1232;1232864;09:35:01;371;farine;farine;0,8;1;adoucissant;entretient maison;3;2;cristaline;eau;1,2;1;;;;;;;;
2017-12-15;1232;1232865;09:45:01;372;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-15;1232;1232866;09:55:01;373;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-15;1232;1232867;10:05:01;374;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-15;1232;1232868;10:15:01;375;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;1232;1232869;10:25:01;376;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1232;1232870;10:35:01;377;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1232;1232871;10:45:01;378;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1232;1232872;10:55:01;379;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;1232;1232873;11:05:01;380;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;1232;1232874;11:15:01;381;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1232;1232875;11:25:01;382;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;44545;44545876;11:35:01;383;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-15;44545;44545877;11:45:01;384;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;44545;44545878;11:55:01;385;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;44545;44545879;12:05:01;386;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;44545;44545880;12:15:01;387;ampoule;bazare;7,9;2;cristaline;eau;1,2;2;cabillaud;poisson;6,7;2;;;;;;;;
2017-12-15;44545;44545881;12:25:01;388;cabillaud;poisson;6,7;2;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;44545;44545882;12:35:01;389;activia;yaourt;3,5;1;cola;soda;1,3;1;farine;farine;0,8;1;couches;enfant;7,9;2;;;;
2017-12-15;44545;44545883;12:45:01;390;cola;soda;1,3;1;granola;dejeuner;1,8;1;possette;enfant;300;1;couches;enfant;7,9;2;;;;
2017-12-15;44545;44545884;12:55:01;391;parmesan;fromage;2;1;abricot;fruits;1,8;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;44545;44545885;13:05:01;392;farine;farine;0,8;1;adoucissant;entretient maison;3;2;cristaline;eau;1,2;1;;;;;;;;
2017-12-15;44545;44545886;13:15:01;393;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-15;44545;44545887;13:25:01;394;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-15;44545;44545888;13:35:01;395;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-15;44545;44545889;13:45:01;396;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;44545;44545890;13:55:01;397;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;44545;44545891;14:05:01;398;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;44545;44545892;14:15:01;399;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;44545;44545893;14:25:01;400;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;44545;44545894;14:35:01;401;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;44545;44545895;14:45:01;402;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;44545;44545896;14:55:01;403;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;44545;44545897;15:05:01;404;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-15;44545;44545898;15:15:01;405;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;445;445899;15:25:01;406;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;445;445900;15:35:01;407;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;445;445901;15:45:01;408;ampoule;bazare;7,9;2;cristaline;eau;1,2;2;cabillaud;poisson;6,7;2;;;;;;;;
2017-12-15;445;445902;15:55:01;409;cabillaud;poisson;6,7;2;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;445;445903;16:05:01;410;activia;yaourt;3,5;1;cola;soda;1,3;1;farine;farine;0,8;1;couches;enfant;7,9;2;;;;
2017-12-15;445;445904;16:15:01;411;cola;soda;1,3;1;granola;dejeuner;1,8;1;possette;enfant;300;1;couches;enfant;7,9;2;;;;
2017-12-15;445;445905;16:25:01;412;parmesan;fromage;2;1;abricot;fruits;1,8;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;445;445906;16:35:01;413;farine;farine;0,8;1;adoucissant;entretient maison;3;2;cristaline;eau;1,2;1;;;;;;;;
2017-12-15;445;445907;16:45:01;414;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-15;445;445908;16:55:01;415;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-15;445;445909;17:05:01;416;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-15;445;445910;17:15:01;417;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;445;445911;17:25:01;418;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;445;445912;17:35:01;419;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;445;445913;17:45:01;420;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;445;445914;17:55:01;421;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;4478;4478915;18:05:01;422;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;4478;4478916;18:15:01;423;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;4478;4478917;18:25:01;424;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;4478;4478918;18:35:01;425;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-15;4478;4478919;18:45:01;426;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;4478;4478920;18:55:01;427;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;4478;4478921;19:05:01;428;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;223;223922;19:15:01;429;ampoule;bazare;7,9;2;cristaline;eau;1,2;2;cabillaud;poisson;6,7;2;;;;;;;;
2017-12-15;223;223923;19:25:01;430;cabillaud;poisson;6,7;2;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;223;223924;19:35:01;431;activia;yaourt;3,5;1;cola;soda;1,3;1;farine;farine;0,8;1;couches;enfant;7,9;2;;;;
2017-12-15;223;223925;19:45:01;432;cola;soda;1,3;1;granola;dejeuner;1,8;1;possette;enfant;300;1;couches;enfant;7,9;2;;;;
2017-12-15;223;223926;19:55:01;433;parmesan;fromage;2;1;abricot;fruits;1,8;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;223;223927;20:05:01;434;farine;farine;0,8;1;adoucissant;entretient maison;3;2;cristaline;eau;1,2;1;;;;;;;;
2017-12-15;223;223928;20:15:01;435;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-15;223;223929;20:25:01;436;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-15;223;223930;20:35:01;437;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-15;223;223931;20:45:01;438;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;223;223932;20:55:01;439;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;223;223933;21:05:01;440;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;223;223934;21:15:01;441;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;223;223935;21:25:01;442;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;223;223936;21:35:01;443;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;223;223937;21:45:01;444;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;223;223938;21:55:01;445;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;223;223939;22:05:01;446;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-15;223;223940;22:15:01;447;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;223;223941;22:25:01;448;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;223;223942;22:35:01;449;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;223;223943;22:45:01;450;ampoule;bazare;7,9;2;cristaline;eau;1,2;2;cabillaud;poisson;6,7;2;;;;;;;;
2017-12-15;223;223944;22:55:01;451;cabillaud;poisson;6,7;2;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;223;223945;23:05:01;452;activia;yaourt;3,5;1;cola;soda;1,3;1;farine;farine;0,8;1;couches;enfant;7,9;2;;;;
2017-12-15;223;223946;23:15:01;453;cola;soda;1,3;1;granola;dejeuner;1,8;1;possette;enfant;300;1;couches;enfant;7,9;2;;;;
2017-12-15;223;223947;23:25:01;454;parmesan;fromage;2;1;abricot;fruits;1,8;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;223;223948;23:35:01;455;farine;farine;0,8;1;adoucissant;entretient maison;3;2;cristaline;eau;1,2;1;;;;;;;;
2017-12-15;223;223949;23:45:01;456;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-15;223;223950;23:55:01;457;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-15;223;223951;00:05:01;458;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-15;223;223952;00:15:01;459;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;223;223953;00:25:01;460;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;223;223954;00:35:01;461;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;223;223955;00:45:01;462;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;223;223956;00:55:01;463;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;223;223957;01:05:01;464;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;223;223958;01:15:01;465;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;223;223959;01:25:01;466;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;223;223960;01:35:01;467;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-15;223;223961;01:45:01;468;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;223;223962;01:55:01;469;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;223;223963;02:05:01;470;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;223;223964;02:15:01;471;ampoule;bazare;7,9;2;cristaline;eau;1,2;2;cabillaud;poisson;6,7;2;;;;;;;;
2017-12-15;223;223965;02:25:01;472;cabillaud;poisson;6,7;2;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;223;223966;02:35:01;473;activia;yaourt;3,5;1;cola;soda;1,3;1;farine;farine;0,8;1;couches;enfant;7,9;2;;;;
2017-12-15;223;223967;02:45:01;474;cola;soda;1,3;1;granola;dejeuner;1,8;1;possette;enfant;300;1;couches;enfant;7,9;2;;;;
2017-12-15;223;223968;02:55:01;475;parmesan;fromage;2;1;abricot;fruits;1,8;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;223;223969;03:05:01;476;farine;farine;0,8;1;adoucissant;entretient maison;3;2;cristaline;eau;1,2;1;;;;;;;;
2017-12-15;223;223970;03:15:01;477;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-15;223;223971;03:25:01;478;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-15;223;223972;03:35:01;479;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-15;223;223973;03:45:01;480;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;223;223974;03:55:01;481;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;2245;2245975;04:05:01;482;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;2245;2245976;04:15:01;483;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;2245;2245977;04:25:01;484;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;2245;2245978;04:35:01;485;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;2245;2245979;04:45:01;123;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;2245;2245980;04:55:01;124;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;2245;2245981;05:05:01;125;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-15;2245;2245982;05:15:01;126;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;2245;2245983;05:25:01;127;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;2245;2245984;05:35:01;128;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;2245;2245985;05:45:01;129;ampoule;bazare;7,9;2;cristaline;eau;1,2;2;cabillaud;poisson;6,7;2;;;;;;;;
2017-12-15;2245;2245986;05:55:01;130;cabillaud;poisson;6,7;2;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;2245;2245987;06:05:01;131;activia;yaourt;3,5;1;cola;soda;1,3;1;farine;farine;0,8;1;couches;enfant;7,9;2;;;;
2017-12-15;2245;2245988;06:15:01;132;cola;soda;1,3;1;granola;dejeuner;1,8;1;possette;enfant;300;1;couches;enfant;7,9;2;;;;
2017-12-15;2245;2245989;06:25:01;133;parmesan;fromage;2;1;abricot;fruits;1,8;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;2245;2245990;06:35:01;134;farine;farine;0,8;1;adoucissant;entretient maison;3;2;cristaline;eau;1,2;1;;;;;;;;
2017-12-15;1245;1245991;06:45:01;135;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-15;1245;1245992;06:55:01;136;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-15;1245;1245993;07:05:01;137;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-15;1245;1245994;07:15:01;138;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;1245;1245995;07:25:01;139;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1245;1245996;07:35:01;140;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1245;1245997;07:45:01;141;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1245;1245998;07:55:01;142;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;1245;1245999;08:05:01;143;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;1245;12451000;08:15:01;123;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1245;12451001;08:25:01;124;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;1245;12451002;08:35:01;125;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-15;1245;12451003;08:45:01;126;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1245;12451004;08:55:01;127;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1245;12451005;09:05:01;128;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;1245;12451006;09:15:01;129;ampoule;bazare;7,9;2;cristaline;eau;1,2;2;cabillaud;poisson;6,7;2;;;;;;;;
2017-12-15;1247;12471007;09:25:01;130;cabillaud;poisson;6,7;2;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;1247;12471008;09:35:01;131;activia;yaourt;3,5;1;cola;soda;1,3;1;farine;farine;0,8;1;couches;enfant;7,9;2;;;;
2017-12-15;1247;12471009;09:45:01;132;cola;soda;1,3;1;granola;dejeuner;1,8;1;possette;enfant;300;1;couches;enfant;7,9;2;;;;
2017-12-15;1247;12471010;09:55:01;133;parmesan;fromage;2;1;abricot;fruits;1,8;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1247;12471011;10:05:01;134;farine;farine;0,8;1;adoucissant;entretient maison;3;2;cristaline;eau;1,2;1;;;;;;;;
2017-12-15;1247;12471012;10:15:01;135;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-15;1247;12471013;10:25:01;136;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-15;1247;12471014;10:35:01;137;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-15;1247;12471015;10:45:01;138;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;1247;12471016;10:55:01;139;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1247;12471017;11:05:01;140;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-15;1247;12471018;11:15:01;141;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1247;12471019;11:25:01;142;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;1247;12471020;11:35:01;143;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-15;1247;12471021;11:45:01;123;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1247;12471022;11:55:01;124;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-15;1247;12471023;12:05:01;125;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-15;1247;12471024;12:15:01;126;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-15;1247;12471025;12:25:01;127;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-16;1247;12471026;12:35:01;128;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-16;1247;12471027;12:45:01;129;ampoule;bazare;7,9;2;cristaline;eau;1,2;2;cabillaud;poisson;6,7;2;;;;;;;;
2017-12-16;1247;12471028;12:55:01;130;cabillaud;poisson;6,7;2;perrier;eau;3;1;;;;;;;;;;;;
2017-12-16;1247;12471029;13:05:01;131;activia;yaourt;3,5;1;cola;soda;1,3;1;farine;farine;0,8;1;couches;enfant;7,9;2;;;;
2017-12-16;1247;12471030;13:15:01;132;cola;soda;1,3;1;granola;dejeuner;1,8;1;possette;enfant;300;1;couches;enfant;7,9;2;;;;
2017-12-16;1247;12471031;13:25:01;133;parmesan;fromage;2;1;abricot;fruits;1,8;2;couches;enfant;7,9;2;;;;;;;;
2017-12-16;1247;12471032;13:35:01;134;farine;farine;0,8;1;adoucissant;entretient maison;3;2;cristaline;eau;1,2;1;;;;;;;;
2017-12-16;1247;12471033;13:45:01;135;Candia;lait;1,2;2;liquide vaisselle;entretient maison;1,8;2;;;;;;;;;;;;
2017-12-16;1247;12471034;13:55:01;136;couches;enfant;7,9;2;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;couches;enfant;7,9;2
2017-12-16;1247;12471035;14:05:01;137;cristaline;eau;1,2;2;cristaline;eau;1,2;2;;;;;;;;;;;;
2017-12-16;1247;12471036;14:15:01;138;perrier;eau;3;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-16;1247;12471037;14:25:01;139;orangina;soda;1,8;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-16;1247;12471038;14:35:01;140;fanta;soda;2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;;;;;
2017-12-16;1247;12471039;14:45:01;141;possette;enfant;300;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-16;1247;12471040;14:55:01;142;couches;enfant;7,9;2;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
2017-12-16;1247;12471041;15:05:01;143;Iphone 10;hi-tech;899;1;perrier;eau;3;1;;;;;;;;;;;;
2017-12-16;1247;12471042;15:15:01;123;Ipad;hi-tech;599;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-16;1247;12471043;15:25:01;124;granola;dejeuner;1,8;1;baguette;pain;0,9;3;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;
2017-12-16;1247;12471044;15:35:01;125;abricot;fruits;1,8;2;ampoule;bazare;7,9;2;;;;;;;;;;;;
2017-12-16;1247;12471045;15:45:01;126;cristaline;eau;1,2;2;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-16;1247;12471046;15:55:01;127;perrier;eau;3;1;couches;enfant;7,9;2;;;;;;;;;;;;
2017-12-16;1247;12471047;16:05:01;128;baguette;pain;0,9;3;cristaline;eau;1,2;2;Candia;lait;1,2;2;couches;enfant;7,9;2;;;;
